"yy1","age","income","checking","saving","stocks","bond","vehic","houses","nnresre","late","late60","mrthel","install","edn_inst","veh_inst","housecl","own","noccbal","credit_score"
1,70,36448,3700,12860,0,0,25200,752800,0,"0","0",291800,0,0,0,1,1,1,674
2,46,224830,7080,35000,0,0,59800,580000,0,"0","0",487000,31400,0,31400,1,1,0,727
3,68,464576,1874,4230,59676000,0,37186,1361800,0,"1","0",0,0,0,0,1,1,1,450
4,74,147653,14600,150000,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,841
5,19,60531,0,0,0,0,13800,0,0,"0","0",0,10400,0,10400,2,1,1,748
6,74,273298,75000,38600,2374000,1207600,133600,7e+05,0,"0","0",126800,0,0,0,1,1,1,862
7,52,13747037,117800,0,6964000,0,129200,6028000,0,"0","0",0,0,0,0,1,1,1,900
8,60,39778,1500,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
9,43,670165,95000,0,80000,0,226140,2400000,0,"0","0",4e+05,125400,0,125400,1,1,1,622
10,67,43236,13850,14100,0,0,18860,350000,0,"1","0",95000,2400,0,0,1,1,0,621
11,46,211859,10000,10500,0,0,14800,471000,0,"0","0",180000,1000,0,0,1,1,0,779
12,51,43669,1780,0,0,0,10000,0,0,"0","0",0,8120,0,8120,2,1,0,848
13,77,23132,5488,0,0,0,13000,0,0,"0","0",0,0,0,0,2,1,1,758
14,57,59234,500,0,0,0,30420,5e+05,0,"0","0",127600,3990,0,3920,1,1,0,795
15,30,115658,2868,1826,0,0,34800,0,0,"0","0",0,238580,213600,15600,2,1,0,782
16,56,48209,3120,0,0,0,10590,3e+05,0,"0","0",22000,0,0,0,1,1,0,814
17,70,22267,1700,950,0,0,11300,13000,0,"1","1",0,600,0,0,1,1,1,552
18,57,81068,3000,0,0,0,60860,527800,0,"0","0",0,0,0,0,1,1,1,768
19,32,49722,10000,3000,0,0,20800,0,0,"0","0",0,0,0,0,2,1,1,753
20,46,86473,2500,0,0,0,27400,2e+05,0,"0","0",108000,29000,18000,11000,1,1,0,772
21,75,1910187,103200,0,15418000,8326000,5560,1702000,0,"0","0",0,0,0,0,1,1,1,900
22,52,307411,7100,308100,50000,0,83000,475000,0,"0","0",0,0,0,0,1,1,1,900
23,62,57288,1000,0,0,0,10420,75000,0,"0","0",30000,3610,0,0,1,1,1,697
24,63,324274,20000,0,131800,0,57600,9e+05,0,"0","0",150000,0,0,0,1,1,0,853
25,57,3791839,120000,450000,5e+06,0,695800,1e+07,0,"0","0",0,0,0,0,1,1,1,666
26,41,42156,16,300,0,0,10600,0,0,"1","1",0,9000,0,9000,2,1,0,698
27,19,12971,200,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
28,51,56856,264,0,0,0,0,0,0,"1","1",0,1000,1000,0,2,0,1,550
29,62,43236,3500,200,0,0,56400,0,0,"0","0",0,122800,68000,54800,2,1,0,849
30,68,95553,7000,197620,222000,0,89720,280000,801500,"0","0",0,0,0,0,1,1,1,878
31,23,47344,300,500,0,0,8560,0,0,"0","0",0,0,0,0,2,1,1,751
32,52,324274,5000,0,0,0,193400,520000,0,"0","0",248000,147000,0,147000,1,1,0,721
33,42,65071,500,0,0,0,26680,80000,0,"0","0",30000,2500,0,2500,1,1,0,797
34,42,829492,1021900,0,0,0,82200,3500000,0,"0","0",583600,0,0,0,1,1,1,725
35,50,54046,1000,0,0,0,4840,7e+05,0,"0","0",260000,0,0,0,1,1,1,669
36,49,41075,1680,0,0,0,8980,0,0,"0","0",0,0,0,0,2,1,1,752
37,55,53829,800,0,0,0,14340,0,0,"0","0",0,0,0,0,2,1,1,751
38,67,6282260,265400,0,0,6268000,56000,7926000,0,"0","0",0,0,0,0,1,1,1,900
39,60,5902,2500,1500,0,0,14000,650000,0,"0","0",81000,0,0,0,1,1,1,722
40,52,172081,3000,5400,1000,0,41200,240000,0,"0","0",162000,70600,60000,10600,1,1,0,755
41,69,15781,1936,0,0,0,0,63000,0,"1","0",0,0,0,0,1,0,0,612
42,73,46695,6020,6580,0,0,39800,0,0,"0","0",0,30106,0,29200,2,1,0,842
43,68,13403,100,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
44,36,3891,0,0,0,0,0,1e+05,0,"1","1",0,105000,40000,0,1,0,1,485
45,53,10809,2000,0,0,0,5860,0,0,"1","0",0,1676,0,1676,2,1,1,600
46,81,77393,5300,0,199600,0,12920,150000,0,"0","0",38000,0,0,0,1,1,0,859
47,61,86473,11760,10000,0,0,4980,0,0,"0","0",0,2000,0,0,2,1,0,850
48,55,1020381,10100,142000,10000,0,65360,1800000,0,"0","0",702000,151400,151400,0,1,1,1,644
49,61,5728833,59060,324800,1978000,0,262440,3598000,0,"0","0",1728000,0,0,0,1,1,1,600
50,56,281037,5066,8000,4000,0,104020,6e+05,0,"0","0",353000,112050,31000,73150,1,1,1,653
51,39,252501,46000,0,60000,0,1e+05,8e+05,0,"0","0",400600,490800,450000,40800,1,1,1,527
52,50,22915,0,0,0,0,0,61000,0,"0","0",0,0,0,0,1,0,1,654
53,57,297251,18000,20000,0,0,14600,0,550000,"0","0",0,0,0,0,2,1,1,950
54,39,64855,600,0,0,0,0,0,0,"1","0",0,55000,55000,0,2,0,1,534
55,25,64206,1640,0,784,0,44800,0,0,"0","0",0,27200,2000,25200,2,1,0,843
56,54,80636,9000,0,0,0,62800,325000,0,"0","0",1e+05,52400,0,52400,1,1,1,681
57,58,127115,1500,3000,0,0,41220,260000,0,"0","0",105000,8600,0,8600,1,1,0,776
58,34,6485,1087,852,0,0,19600,0,0,"0","0",0,39600,39600,0,2,1,0,839
59,63,136195,13500,85000,0,0,64800,240000,0,"0","0",0,0,0,0,1,1,1,728
60,65,2886035,2e+05,50000,260000,0,86000,4500000,0,"0","0",2050000,0,0,0,1,1,1,600
61,58,1191165,50800,0,1444600,0,39000,1854000,0,"0","0",0,0,0,0,1,1,1,600
62,50,25077,200,1,0,0,28140,0,0,"0","0",0,0,0,0,2,1,0,852
63,53,114577,5000,52000,0,0,153960,1e+05,0,"0","0",19500,46000,0,46000,1,1,1,747
64,37,237801,14000,0,0,0,34600,615000,0,"0","0",324000,250,0,250,1,1,0,756
65,35,102687,3500,10000,0,0,52760,270000,0,"0","0",208000,22000,22000,0,1,1,0,754
66,33,404261,132800,260700,10000,0,19800,8e+05,0,"0","0",501000,144738,143680,1058,1,1,1,566
67,90,27023,0,30000,0,0,19000,12000,0,"0","0",0,0,0,0,1,1,1,704
68,74,19456,0,0,0,0,14200,0,0,"0","0",0,0,0,0,2,1,1,751
69,44,68746,6654,28840,7500,0,63560,0,0,"0","0",0,34800,0,34800,2,1,1,750
70,37,118252,4202,0,0,0,22320,377400,0,"1","1",123200,200,0,0,1,1,0,638
71,63,196942,20000,275000,0,0,41200,390000,0,"0","0",159000,21400,0,21400,1,1,1,749
72,58,23996,100,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
73,38,148517,12198,17860,0,0,39800,5e+05,0,"0","0",250000,5600,0,5600,1,1,1,669
74,80,36967,30800,20200,0,0,56000,2e+05,0,"0","0",0,0,0,0,1,1,1,739
75,71,5646683,511600,0,0,0,549000,1212000,833000,"0","0",0,0,0,0,1,1,1,600
76,55,35670,132,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
77,51,72421,7070,0,2000,0,17000,0,0,"0","0",0,0,0,0,2,1,0,863
78,47,86473,3500,26900,0,0,92720,2e+05,0,"0","0",75800,41200,0,41200,1,1,0,794
79,73,65287,3500,0,0,0,11800,4e+05,0,"0","0",210000,700,0,0,1,1,0,810
80,72,38913,8000,0,0,0,6700,65000,0,"0","0",0,0,0,0,1,1,1,707
81,55,612012,45000,9000,285000,0,12400,670000,0,"0","0",500400,0,0,0,1,1,1,750
82,55,30266,700,0,0,0,4480,0,0,"0","0",0,80000,80000,0,2,1,0,824
83,38,62261,0,4000,0,0,32000,0,10000,"1","1",0,27020,0,27000,2,1,0,715
84,67,729399,10000,4500,753600,0,391200,9e+05,0,"0","0",250000,102000,0,102000,1,1,1,794
86,43,159110,6700,12534,2960,0,16460,950000,0,"0","0",465000,9560,0,0,1,1,1,628
87,55,2617968,202400,0,62462000,9302000,374600,3386000,0,"0","0",686600,0,0,0,1,1,1,600
88,37,19673,100,0,0,0,0,0,0,"1","1",0,40700,40200,0,2,0,0,638
89,64,960282,285000,150000,0,0,2083000,1.5e+07,1e+07,"0","0",0,0,0,0,1,1,1,900
90,38,91661,6000,21000,0,0,48400,3e+05,0,"0","0",275000,0,0,0,1,1,1,643
91,44,85392,2000,0,0,0,39180,230000,0,"1","0",30000,11740,0,11740,1,1,0,655
92,60,289468,12020,74800,2494000,0,101800,2342000,0,"0","0",0,26400,0,0,1,1,1,892
93,60,2557437,86000,0,5e+05,0,55200,775000,0,"1","0",0,0,0,0,1,1,1,750
94,62,11890,60,0,0,0,17400,69000,0,"0","0",0,0,0,0,1,1,0,806
95,31,90797,14368,0,0,0,65000,228000,0,"0","0",193000,36400,0,36400,1,1,1,654
96,57,934989,92500,0,385000,0,129000,480000,0,"0","0",255000,20800,0,20800,1,1,1,817
97,58,13836,0,0,0,0,0,116400,0,"0","0",12520,0,0,0,1,0,1,655
98,50,599690,15460,0,36200,0,65200,1500000,0,"0","0",0,0,0,0,1,1,1,888
99,70,30049,1200,5,0,0,33580,3e+05,0,"0","0",0,0,0,0,1,1,1,722
100,41,32427,600,200,0,0,0,0,0,"0","0",0,78000,78000,0,2,0,1,677
101,51,324274,11000,12000,0,0,0,425000,0,"0","0",170600,60000,60000,0,1,0,0,729
102,49,45398,460,2000,0,0,23260,0,0,"1","1",0,19000,3000,16000,2,1,1,597
103,47,93607,1782,0,0,0,7360,83000,0,"0","0",0,159240,159000,0,1,1,1,664
104,52,191105,7000,18980,0,0,114900,250000,0,"0","0",40000,51000,0,51000,1,1,1,706
105,53,205373,6800,43500,0,0,69720,770000,0,"0","0",250000,0,0,0,1,1,0,788
106,77,1002438,20000,2247280,9e+06,0,128900,1500000,1800000,"0","0",0,0,0,0,1,1,1,900
107,58,472142,6000,0,160000,0,0,4500000,0,"0","0",2500000,0,0,0,1,0,1,550
108,52,93607,64500,0,40000,0,43400,840000,0,"0","0",214800,24000,0,24000,1,1,1,716
109,76,3893444,206000,0,6082000,0,0,1538000,0,"0","0",0,0,0,0,1,0,1,850
110,40,5501841,60000,740000,0,0,140200,2e+06,0,"0","0",0,0,0,0,1,1,1,600
111,81,650493,112000,80,0,0,49600,1400000,0,"0","0",0,0,0,0,1,1,1,900
112,56,75123,4500,1200,0,0,15100,330000,0,"0","0",127000,11000,0,0,1,1,1,714
113,48,92742,38000,6700,0,0,132200,859000,0,"0","0",332000,27400,0,0,1,1,1,705
114,30,63341,3500,4500,0,0,22000,220000,0,"0","0",169000,0,0,0,1,1,0,764
115,47,80744,1476,1200,0,0,16136,115000,0,"0","0",16200,23400,22800,0,1,1,0,797
116,62,99228,2100,3320,0,0,50000,340000,0,"0","0",138400,21180,0,21180,1,1,0,786
117,65,6200110,0,0,0,0,170800,1500000,0,"0","0",0,0,0,0,1,1,1,900
118,24,36967,4250,0,0,0,18460,0,0,"0","0",0,24000,24000,0,2,1,1,745
119,48,10692380,255394,764060,4882000,0,350820,6024000,0,"0","0",1140000,0,0,0,1,1,1,600
120,66,17295,700,1512,0,0,6100,65000,0,"0","0",0,0,0,0,1,1,1,705
121,39,116306,36600,23400,0,0,0,290000,0,"0","0",206000,0,0,0,1,0,1,619
122,42,33076,0,0,0,0,28800,0,0,"0","0",0,20000,0,20000,2,1,0,842
123,31,37832,200,0,0,0,16480,0,0,"0","0",0,20220,12000,8220,2,1,0,845
124,74,52965,2350,2000,0,0,23800,75000,0,"0","0",0,0,0,0,1,1,1,720
125,84,16214,0,0,0,0,13000,65000,0,"0","0",0,14900,0,900,1,1,1,701
126,37,91445,5740,0,0,0,61400,313600,0,"0","0",183400,24000,0,24000,1,1,1,665
127,52,98579,3460,0,15600,0,17800,373000,0,"0","0",3e+05,0,0,0,1,1,0,739
128,52,2151015,75000,590000,2200000,1500000,136200,3100000,850000,"0","0",0,0,0,0,1,1,1,900
129,75,67881,1000,1000,0,0,29400,350000,0,"0","0",145000,0,0,0,1,1,0,782
130,62,438850,8000,2000,0,0,76200,425000,0,"0","0",259000,26000,0,26000,1,1,1,733
131,32,86905,6620,9140,74600,0,74520,2e+05,0,"0","0",161200,10000,10000,0,1,1,1,678
132,63,35670,900,0,0,0,14600,0,0,"0","0",0,0,0,0,2,1,0,851
133,64,558831,6000,0,0,0,268900,8e+06,0,"0","0",1700000,0,0,0,1,1,1,600
134,79,12287806,0,1030400,320194000,35212000,87200,5536000,0,"0","0",0,0,0,0,1,1,1,900
135,50,921585,5000,8540,450000,0,131800,2338000,2673000,"0","0",1e+06,0,0,0,1,1,1,600
136,45,210778,7000,16000,0,0,35000,0,0,"0","0",0,19840,14800,5040,2,1,0,879
137,52,30049,320,0,0,0,12040,60000,0,"0","0",0,5620,0,5620,1,1,0,801
138,71,153273,52600,7000,18600,0,50800,550000,0,"0","0",38000,6580,0,6580,1,1,1,762
139,39,39345,15018,45880,0,0,47000,1e+05,0,"0","0",0,20000,0,20000,1,1,0,811
140,47,43236,6640,16000,0,0,52460,113200,0,"0","0",12400,80824,80000,824,1,1,0,784
141,22,31346,0,0,0,0,14000,0,0,"1","0",0,7560,0,7560,2,1,0,700
142,53,551265,31000,0,4500000,0,44800,0,0,"0","0",0,0,0,0,2,1,1,650
143,39,56424,96,0,80000,0,42400,0,0,"0","0",0,16400,0,16400,2,1,0,754
144,68,27023,50,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
145,40,28536,150,50,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
146,75,31995,140,0,0,0,12200,5e+05,0,"0","0",0,0,0,0,1,1,1,734
147,67,87338,0,3162,0,0,35200,6e+05,0,"0","0",4e+05,2000,0,0,1,1,0,722
148,37,73934,8136,30540,0,0,15740,314000,7000,"0","0",89000,0,0,0,1,1,0,835
149,28,135546,6750,6000,0,0,44400,3e+05,0,"0","0",152000,34800,34000,0,1,1,0,775
150,46,43669,1412,0,0,0,10600,0,0,"1","0",0,0,0,0,2,1,0,701
151,56,81285,1060,0,0,0,53400,360000,0,"0","0",60000,20382,0,20382,1,1,0,803
152,69,200833,4102,0,0,0,10280,845600,0,"0","0",0,0,0,0,1,1,0,996
153,77,75664,1800,0,0,0,28480,464400,0,"0","0",0,0,0,0,1,1,1,740
154,34,42372,7000,0,0,0,6700,0,0,"0","0",0,50000,40000,0,2,1,0,835
155,63,19707184,5120000,0,0,0,315400,9984000,0,"0","0",0,0,0,0,1,1,1,900
156,76,107659,4000,0,0,0,23720,225000,0,"0","0",165000,760,0,0,1,1,1,668
157,72,63125,4302,0,0,0,51600,2e+05,0,"1","1",0,8940,0,8940,1,1,0,662
158,78,46912,18000,0,0,0,29800,213600,0,"0","0",0,0,0,0,1,1,0,865
160,85,56207,3924,0,0,0,0,178000,0,"0","0",0,12680,0,0,1,0,0,752
161,45,252933,2500,65500,0,0,60400,780000,0,"0","0",250000,18620,0,18620,1,1,1,696
162,67,120197,12000,0,0,0,43686,8e+05,0,"0","0",34000,0,0,0,1,1,0,870
164,62,1889434,25000,89400,1279000,0,234200,8e+06,0,"0","0",1400000,0,0,0,1,1,1,600
165,39,83014,11000,29000,0,0,0,0,0,"0","0",0,9000,9000,0,2,0,0,812
166,66,45831,10020,0,0,0,42800,295400,0,"0","0",0,1202,0,1202,1,1,0,558
167,87,47000208,103800,0,315878000,12400000,56000,5876000,22970000,"0","0",0,0,0,0,1,1,1,900
168,68,514557,0,0,1709800,6325200,97400,3172000,0,"0","0",0,0,0,0,1,1,1,900
169,41,587800,739600,93600,307600,0,26560,1e+06,0,"0","0",346000,0,0,0,1,1,1,796
170,31,124305,1720,0,0,0,46000,650000,0,"0","0",160000,10600,0,10600,1,1,1,702
171,54,90580,2500,4900,0,0,43920,124600,0,"1","0",0,7800,0,7800,1,1,0,664
172,50,118900,28000,0,0,0,34260,3e+05,0,"0","0",160000,0,0,0,1,1,0,777
173,58,3986403,197400,1434000,26050000,0,50600,2710000,6730000,"0","0",0,0,0,0,1,1,1,600
174,74,470197,14000,0,24000,60000,35200,5e+06,0,"1","0",0,0,0,0,1,1,1,750
175,56,13079,100,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
176,63,629523,376000,0,0,0,228880,1360000,0,"0","0",297400,14800,0,14800,1,1,1,806
177,64,100957,6000,51000,900,0,33600,5e+05,0,"0","0",0,10000,0,10000,1,1,1,809
178,50,103335,10000,19000,0,0,47800,3e+05,0,"0","0",80000,150000,135000,15000,1,1,0,765
179,62,20754,186,0,0,0,0,9000,0,"0","0",0,0,0,0,1,0,1,651
180,79,5277876,770400,0,1158000,0,143200,5362000,4500000,"0","0",1380000,0,0,0,1,1,1,600
181,21,26374,2480,0,0,0,6460,0,0,"0","0",0,0,0,0,2,1,1,751
182,61,1621368,0,8160,5098000,0,214600,3776000,0,"0","0",0,0,0,0,1,1,1,600
183,40,41075,820,0,0,0,11200,0,0,"1","0",0,112528,86000,10020,2,1,0,667
184,52,837707,126000,1000,2300000,0,140000,1700000,0,"0","0",0,34200,0,34200,1,1,1,804
185,51,97282,1100,0,0,0,48760,160000,0,"0","0",125000,23000,0,23000,1,1,0,769
186,52,59450,3000,0,0,0,24600,0,0,"0","0",0,24500,0,23000,2,1,0,846
187,74,15565,986,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,707
188,27,27888,1000,1000,0,0,0,0,0,"1","1",0,15000,0,0,2,0,1,546
189,69,47560,1800,42000,0,0,28000,0,0,"0","0",0,0,0,0,2,1,1,760
190,43,118900,25000,0,0,0,41800,0,0,"1","0",0,0,0,0,2,1,0,704
191,73,116306,1894,200,0,0,73360,230000,80000,"0","0",64120,31200,0,31200,1,1,1,744
192,91,13252,1672,0,0,0,0,205400,0,"0","0",0,0,0,0,1,0,1,664
193,42,30914,1500,0,0,0,11772,0,0,"1","1",0,50000,50000,0,2,1,1,586
194,31,67017,1400,2600,0,0,0,0,0,"0","0",0,0,0,0,2,0,0,800
195,21,27239,90,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
196,62,4260954,294982,0,207000,0,7481200,3652000,0,"0","0",709800,4080400,0,4080400,1,1,1,600
197,63,2797400,10000,45000,0,0,90080,2e+06,0,"0","0",276400,0,0,0,1,1,1,817
198,52,279956,8000,50000,25000,0,56240,475000,0,"0","0",205000,9000,0,9000,1,1,1,733
199,48,22267,0,0,0,0,5700,0,0,"0","0",0,0,0,0,2,1,1,750
200,82,39561,1800,90,0,0,0,180000,0,"0","0",45000,53600,0,0,1,0,1,633
201,75,2617320,140000,781580,4e+06,5e+06,129400,8e+05,2600000,"0","0",0,0,0,0,1,1,1,900
202,43,225262,5840,2060,0,0,0,394800,0,"0","0",139600,25000,25000,0,1,0,0,729
203,76,74042,11300,10014,0,0,52000,3e+05,0,"0","0",0,19200,4000,15200,1,1,0,826
204,73,97931,9500,0,0,0,18600,80000,0,"0","0",0,0,0,0,1,1,1,767
205,62,77393,54000,0,0,0,42800,549000,0,"0","0",358000,1e+05,1e+05,0,1,1,0,717
206,60,56640,5836,0,0,0,43400,0,0,"0","0",0,311800,281200,30600,2,1,0,759
207,54,1180356,0,225000,0,0,120400,2300000,0,"0","0",1064000,0,0,0,1,1,1,600
208,56,156732,7300,39760,0,0,44860,2e+05,0,"0","0",0,0,0,0,1,1,1,770
209,67,23348,31400,5000,0,0,7960,475000,0,"0","0",0,0,0,0,1,1,1,787
210,42,49506,398,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
211,41,69178,0,0,0,0,59200,120000,0,"0","0",0,0,0,0,1,1,1,714
212,59,271577,18582,94498,1e+05,0,63040,8e+05,38000,"0","0",3e+05,0,0,0,1,1,1,769
213,54,43669,1000,1500,0,0,22960,0,0,"0","0",0,3960,0,3960,2,1,1,751
214,61,472791,58000,60780,0,0,34880,7e+05,0,"0","0",0,0,0,0,1,1,1,900
215,74,4952479,1821360,0,0,0,38920,838800,8300000,"0","0",0,0,0,0,1,1,1,600
216,68,159543,7220,20740,0,0,21300,350000,0,"0","0",93000,0,0,0,1,1,0,802
217,62,14052,0,0,0,0,4420,0,0,"0","0",0,0,0,0,2,1,1,750
218,81,18376,10000,0,0,0,7280,91400,0,"0","0",0,0,0,0,1,1,1,707
219,77,11890,50,0,0,0,5720,0,0,"0","0",0,0,0,0,2,1,1,750
220,33,226991,4718,0,12000,0,37600,680000,0,"0","0",484000,32000,32000,0,1,1,0,698
221,45,10939,100,0,0,0,0,0,0,"1","1",0,30000,30000,0,2,0,1,541
222,75,55991,6000,7000,0,0,36000,0,0,"1","0",0,0,0,0,2,1,1,618
223,62,986872,230500,0,4026000,7236460,166800,18232000,0,"0","0",0,0,0,0,1,1,1,600
224,50,70259,3660,14800,0,0,16000,6e+05,0,"0","0",0,0,0,0,1,0,1,698
225,29,37400,200,244,0,0,6740,0,0,"0","0",0,0,0,0,2,1,1,750
226,41,794254,25500,278000,49000,0,76200,925000,0,"0","0",520000,0,0,0,1,1,1,744
227,46,43236,512,0,0,0,19844,0,0,"0","0",0,0,0,0,2,1,1,751
228,39,129926,4200,0,10000,0,18400,575000,0,"0","0",410000,0,0,0,1,1,0,740
229,60,37400,0,0,0,0,4060,0,0,"1","0",0,11948,11948,0,2,1,1,597
230,67,15781,0,0,0,0,19800,0,0,"0","0",0,0,0,0,2,1,1,751
231,41,62693,1200,1800,0,0,38400,225000,0,"0","0",116000,117960,96160,0,1,1,0,746
232,54,20321,250,0,0,0,26200,0,0,"0","0",0,22000,14000,0,2,1,1,745
233,58,3798324,0,0,0,0,1003400,8e+05,0,"0","0",165000,0,0,0,1,1,1,850
234,70,48641,200,0,0,0,14200,30000,0,"0","0",0,0,0,0,1,1,0,789
235,71,28104,0,5400,0,0,0,4e+05,0,"0","0",319000,0,0,0,1,0,0,682
236,79,201698,5044,0,144000,0,18000,725000,0,"0","0",0,0,0,0,1,1,1,900
237,70,156948,3360,16324,0,0,75260,1e+05,0,"0","0",0,0,0,0,1,1,1,787
238,63,42372,13318,0,0,0,45060,189000,0,"0","0",0,300,0,300,1,1,1,724
240,70,383291,50240,0,0,0,235400,1100000,0,"0","0",689400,0,0,0,1,1,1,693
241,21,39778,10,0,0,0,21400,0,0,"0","0",0,21200,0,21200,2,1,0,745
242,36,125818,1000,0,0,0,44960,8e+05,0,"0","0",360000,32000,10000,22000,1,1,0,751
243,62,19456,3000,1000,0,0,17600,132000,0,"0","0",93800,13800,0,13800,1,1,0,777
244,50,68097,8800,0,1500,0,52520,250000,160000,"0","0",0,67500,0,17800,1,1,0,808
245,65,274119,22000,175000,0,0,278340,750000,0,"0","0",373000,45700,0,42000,1,1,1,774
246,57,71340,7240,1000,0,0,17040,310000,0,"0","0",210000,101000,101000,0,1,1,0,732
247,35,64855,0,3000,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
248,52,346108,62180,0,351600,0,98000,1200000,0,"0","0",0,0,0,0,1,1,1,600
249,59,56207,1340,114000,0,0,15260,350000,0,"0","0",135000,0,0,0,1,1,1,694
250,55,39129,222,46,0,0,21080,0,0,"0","0",0,11842,0,9340,2,1,0,847
251,52,349999,64000,29000,113000,0,161800,5e+05,0,"0","0",35600,0,0,0,1,1,1,885
252,40,27023,100,0,0,0,10020,0,0,"0","0",0,15000,0,0,2,1,1,746
253,43,35238,100,0,0,0,9140,0,0,"0","0",0,0,0,0,2,1,1,751
254,64,224830,15000,265000,4380,0,38760,7e+05,0,"0","0",0,0,0,0,1,1,1,888
255,20,44317,294,0,0,0,4800,0,0,"1","0",0,898,0,898,2,1,0,700
256,72,139438,26458,0,0,0,333200,6e+05,0,"0","0",162000,0,0,0,1,1,1,730
257,26,20754,1300,0,0,0,11000,0,0,"0","0",0,40,0,0,2,1,0,849
258,58,275633,16000,0,1e+05,0,29800,0,0,"0","0",0,0,0,0,2,1,1,950
259,56,1415994,110000,570000,25000,0,17000,2e+06,0,"0","0",889000,3000,0,0,1,1,1,632
260,52,36535,100,0,0,0,21460,0,0,"1","1",0,9000,9000,0,2,1,1,599
262,39,55127,8300,0,0,0,29400,0,0,"0","0",0,67000,67000,0,2,1,0,833
263,65,12971,4480,10000,0,0,26620,50000,0,"0","0",0,0,0,0,1,1,0,806
264,48,30266,204,0,0,0,29800,4600,0,"0","0",0,9300,9300,0,1,1,1,700
265,79,31102589,5440,0,1910000,0,453800,10102000,8634000,"0","0",505400,0,0,0,1,1,1,748
266,64,242773,2000,2500,0,0,67400,345000,0,"0","0",266000,0,0,0,1,1,0,754
267,63,50587,0,0,0,0,6200,499200,0,"0","0",4e+05,0,0,0,1,1,1,614
268,51,68314,7000,500,0,0,25200,0,0,"0","0",0,17800,0,17800,2,1,0,849
269,66,47560,2500,0,0,0,32200,480000,0,"1","1",264800,19800,0,19800,1,1,0,596
270,68,544131,50000,2672000,2856000,1950400,166700,2500000,0,"0","0",0,0,0,0,1,1,1,900
271,38,35454,150,10880,0,0,13000,0,0,"0","0",0,9400,9400,0,2,1,1,751
272,37,631253,17220,55400,126200,0,118400,0,0,"0","0",0,52800,0,52800,2,1,1,934
273,61,81068,20000,2000,0,0,37780,250000,0,"0","0",160000,13680,0,13680,1,1,1,672
274,73,92958,45200,4220,0,0,6040,250000,0,"0","0",197000,0,0,0,1,1,1,717
275,35,75664,6700,0,0,0,15200,0,0,"1","0",0,0,0,0,2,1,0,701
276,61,217263,88040,87600,0,0,41800,1294000,0,"0","0",0,0,0,0,1,1,1,873
277,59,81717,7000,500,0,0,11860,260000,0,"1","0",1e+05,0,0,0,1,1,0,645
278,39,2162,5000,0,0,0,9600,0,0,"0","0",0,0,0,0,2,1,1,753
279,31,97282,8500,0,0,0,51640,150000,0,"0","0",64000,0,0,0,1,1,0,829
280,47,473872,29000,5000,1500000,0,12000,2e+06,550000,"0","0",771800,0,0,0,1,1,0,700
281,55,187430,29700,19700,0,0,49700,9e+05,0,"0","0",0,5000,0,0,1,1,1,829
282,26,30266,700,400,0,0,3180,0,0,"0","0",0,0,0,0,2,1,0,850
283,39,110253,22650,41544,0,0,71220,0,0,"0","0",0,43300,0,43000,2,1,0,731
284,90,51884,5000,70000,0,0,8220,775000,0,"0","0",0,80000,0,0,1,1,1,738
285,65,97282,4200,12000,0,0,22840,250000,0,"0","0",125000,0,0,0,1,1,1,702
286,48,30698,1908,0,0,0,21300,85600,0,"0","0",0,0,0,0,1,1,0,807
287,48,324274,40000,4e+05,20000,0,24600,0,0,"0","0",0,0,0,0,2,1,1,810
288,59,37832,500,0,0,0,12800,135000,0,"0","0",0,0,0,0,1,1,0,820
289,72,124425922,4098400,0,57860000,0,296800,4700000,32500000,"0","0",0,0,0,0,1,1,1,900
290,57,32644,3300,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,0,799
291,36,17295,8,0,1800,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
292,59,123440,1507,0,0,0,74980,425000,0,"0","0",199000,4000,0,4000,1,1,1,732
294,73,17511,2700,510,1000,0,0,0,0,"0","0",0,99096,99000,0,2,0,0,773
295,50,464792,860000,0,6e+05,0,138600,1500000,0,"0","0",480000,44000,0,44000,1,1,1,743
296,53,107010,3000,4000,0,0,35800,280000,0,"0","0",197000,24000,0,24000,1,1,0,755
297,31,7285,174,0,0,0,6200,0,0,"0","0",0,0,0,0,2,1,1,750
298,63,119765,30000,0,0,0,42240,450000,0,"0","0",120000,8700,0,8700,1,1,1,696
299,41,286442,13000,20100,0,0,12560,520000,0,"0","0",355000,4200,4200,0,1,1,0,736
301,64,91661,2400,1000,0,0,42360,350000,0,"1","0",120000,204700,180000,0,1,1,0,594
