"yy1","age","income","checking","saving","stocks","bond","vehic","houses","nnresre","late","late60","mrthel","install","edn_inst","veh_inst","housecl","own","noccbal","credit_score"
3610,26,70259,1550,800,150,0,23660,125000,0,"0","0",125000,6000,0,0,1,1,0,771
3611,42,126899,1700,0,0,0,31600,5e+05,0,"1","0",301000,95420,0,24600,1,1,0,560
3612,58,64855,500,8000,0,0,29620,118600,0,"1","1",0,3500,0,3500,1,1,1,559
3613,63,2358550,130000,185000,1e+05,2115660,42200,2e+06,0,"0","0",435000,0,0,0,1,1,1,600
3614,22,48641,1800,4500,0,0,27000,0,0,"0","0",0,32460,5460,27000,2,1,1,742
3615,33,308276,68000,1016,50000,0,61200,0,0,"0","0",0,912,0,912,2,1,1,802
3616,65,257257,25000,0,91200,0,53800,420000,192000,"0","0",25000,0,0,0,1,1,1,772
3618,68,49073,175000,78000,0,0,35000,390000,0,"0","0",0,0,0,0,1,1,1,746
3619,47,201050,9000,30000,1e+05,0,77000,425000,0,"0","0",84000,40000,0,40000,1,1,1,724
3620,56,54046,2500,0,0,0,11892,11600,0,"0","0",0,2300,0,0,1,1,1,701
3621,75,64855,0,9000,0,0,29200,32000,0,"0","0",5000,6460,0,6460,1,1,0,811
3622,80,34589,16660,0,0,0,0,7e+05,0,"0","0",2e+05,0,0,0,1,0,1,638
3623,71,124737,2000,50000,0,0,69200,240000,0,"0","0",0,17760,0,17760,1,1,1,741
3624,52,34805,50,0,0,0,10800,0,0,"0","0",0,1200,0,0,2,1,0,850
3625,49,68746,0,0,0,0,20400,0,0,"1","0",0,20500,0,20000,2,1,0,695
3626,42,99444,2558,0,0,0,42800,325000,0,"0","0",305000,86800,30000,42800,1,1,0,605
3629,76,71556,2400,0,0,0,79720,75000,0,"0","0",0,15970,0,15000,1,1,0,812
3630,56,16430,1,0,0,0,0,0,0,"1","1",0,112800,112800,0,2,0,0,614
3631,42,183755,15000,0,0,0,24400,6e+05,0,"0","0",260000,0,0,0,1,1,1,670
3632,77,33076,2096,2156,0,0,28000,142000,0,"0","0",90000,0,0,0,1,1,0,783
3633,78,1270504,480000,0,6e+06,14559400,194340,4e+06,0,"0","0",30000,0,0,0,1,1,1,859
3634,74,49506,1500,16000,4000,0,21400,110000,0,"1","0",72000,12800,0,12800,1,1,1,535
3635,49,1941318,10200,310200,0,0,109680,1800000,0,"0","0",0,0,0,0,1,1,1,870
3636,48,110253,1100,100,0,0,30000,0,0,"1","0",0,33600,0,21800,2,1,1,593
3637,72,157597,24000,0,0,0,78600,750000,571000,"0","0",133000,25600,0,25600,1,1,1,808
3638,54,92094,11000,0,0,0,14000,0,0,"0","0",0,0,0,0,2,1,0,874
3639,46,520351,70802,97800,0,0,134600,1206000,0,"0","0",588400,0,0,0,1,1,1,600
3640,27,45398,60,0,0,0,55000,0,0,"1","0",0,144200,97800,46400,2,1,0,660
3641,65,109172,2260,0,0,0,50200,0,0,"1","1",0,500,0,500,2,1,0,723
3642,37,43236,74,1,0,0,7780,95000,0,"0","0",89000,23800,16000,7800,1,1,0,773
3643,35,97498,1600,0,0,0,21700,250000,0,"0","0",249000,4420,0,4420,1,1,0,741
3644,78,53397,1062,0,0,0,92000,82800,0,"0","0",0,9044,0,9044,1,1,0,809
3645,46,54046,3450,90,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
3646,53,187862,2400,0,0,0,117000,5e+05,0,"0","0",420000,45000,45000,0,1,1,1,602
3647,60,23780,0,0,0,0,3060,150000,212000,"0","0",0,0,0,0,1,1,1,736
3648,54,120414,3300,13000,0,0,23420,565000,0,"0","0",460000,25000,25000,0,1,1,1,595
3649,57,28104,200,20,0,0,0,0,0,"0","0",0,53340,50000,0,2,0,0,782
3650,30,91878,45,0,0,0,0,0,0,"1","1",0,8450,8000,0,2,0,0,648
3651,24,7566,1400,200,0,0,6040,0,0,"0","0",0,7000,7000,0,2,1,1,748
3652,67,99012,0,0,0,0,80080,250000,0,"0","0",0,0,0,0,1,1,0,825
3653,73,352377,47600,0,0,322000,384000,1750000,0,"0","0",585400,0,0,0,1,1,1,724
3654,23,20970,14800,4160,0,0,15600,0,0,"0","0",0,202200,202200,0,2,1,1,693
3655,64,1137119,50000,0,250000,0,78000,860000,2e+05,"0","0",75000,0,0,0,1,1,1,747
3656,57,33508,310,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
3657,66,176837,89000,0,0,0,135600,475000,175000,"0","0",0,0,0,0,1,1,1,900
3658,40,54046,500,0,2500,0,53280,250000,0,"1","1",160000,30720,0,30720,1,1,0,606
3659,50,286442,1700,11000,0,0,41000,730800,0,"0","0",498000,0,0,0,1,1,1,624
3660,56,247313,114400,0,0,0,120800,450000,0,"0","0",147000,57600,0,57600,1,1,1,781
3661,78,221587,43000,1000,190000,0,41400,5e+05,0,"0","0",2e+05,0,0,0,1,1,1,791
3663,60,486410,665000,0,3500000,0,140600,750000,0,"0","0",0,0,0,0,1,1,1,900
3664,73,36967,3858,13074,0,0,28000,250000,0,"0","0",0,1140,0,1140,1,1,1,719
3665,49,16214,3400,10000,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,701
3666,57,25451150,2e+05,0,141842000,0,45000,40140000,6e+06,"0","0",0,0,0,0,1,1,1,900
3667,41,86473,0,1000,0,0,9980,449600,0,"0","0",89920,50000,0,0,1,0,0,761
3668,57,33724,600,3334,0,0,10420,69800,0,"1","0",30000,0,0,0,1,1,0,653
3669,70,291198,13000,0,210000,0,0,7e+05,0,"0","0",0,0,0,0,1,0,1,826
3670,80,26807,700,0,0,0,16300,0,0,"0","0",0,430,0,0,2,1,1,751
3671,31,75664,4500,4000,22600,0,22260,205000,0,"0","0",72200,13560,10000,3560,1,1,1,697
3672,49,1580293,1100000,0,0,0,134800,1e+06,0,"0","0",0,0,0,0,1,1,1,900
3673,34,205373,1500,4900,3740,0,75000,625000,0,"0","0",265000,66600,0,66600,1,1,0,762
3674,42,114577,5420,7000,0,0,32800,3e+05,0,"0","0",180000,401640,401000,640,1,1,0,688
3675,55,146788,2000,6000,0,0,116000,0,0,"0","0",0,46426,0,46426,2,1,1,750
3676,62,34589,2000,0,0,0,11200,180000,0,"0","0",30200,260,0,0,1,1,0,803
3677,38,70259,8880,5000,0,0,33280,250000,0,"1","0",140000,2112,2000,0,1,1,0,608
3678,41,286442,8000,21500,0,0,35800,420000,0,"0","0",275000,108000,88000,20000,1,1,0,733
3679,52,2676338,9000,0,0,0,126000,1500000,2300000,"0","0",0,0,0,0,1,1,0,933
3680,33,648547,34000,61500,0,0,34400,550000,0,"0","0",350000,0,0,0,1,1,1,708
3681,38,131223,13000,0,0,0,10684,0,0,"0","0",0,0,0,0,2,1,0,852
3682,54,114577,1500,0,0,0,28980,0,0,"0","0",0,0,0,0,2,1,0,852
3683,31,151328,2338,57000,0,0,43600,0,0,"0","0",0,145040,141800,3240,2,1,0,823
3684,63,12971,566,0,0,0,15600,0,0,"0","0",0,0,0,0,2,1,0,850
3685,51,56856,936,124,0,0,4400,0,0,"1","1",0,2880,0,0,2,1,0,699
3686,77,95336,23000,0,0,0,24800,345000,0,"0","0",130000,0,0,0,1,1,1,702
3687,56,156732,6800,14000,0,0,19840,95000,0,"0","0",43000,0,0,0,1,1,0,800
3688,69,62693,4150,26000,0,0,21000,125000,0,"0","0",113000,0,0,0,1,1,0,797
3689,36,83230,2000,2900,1620,0,17400,195000,0,"1","0",163000,86000,83000,0,1,1,0,591
3690,44,200617,18000,0,0,0,4620,0,0,"0","0",0,0,0,0,2,1,0,852
3691,73,71902,38200,0,392200,0,82000,692000,0,"0","0",0,0,0,0,1,1,1,878
3692,77,542639,250000,0,0,0,91160,4e+05,1500000,"0","0",0,0,0,0,1,1,1,900
3693,60,123040193,306000,0,15142000,15016000,121200,11996000,0,"0","0",0,0,0,0,1,1,1,900
3694,19,11890,200,6000,0,0,9240,0,0,"0","0",0,0,0,0,2,1,1,742
3695,25,20321,1000,7520,3860,0,0,0,0,"0","0",0,5840,5840,0,2,0,1,699
3696,46,385886,61100,0,4500,0,125900,1100000,0,"0","0",583000,129120,28000,101120,1,1,0,682
3697,44,103768,0,0,1000,0,24150,6e+05,0,"0","0",385000,0,0,0,1,1,0,726
3698,36,108091,2000,17500,0,0,9600,0,0,"0","0",0,0,0,0,2,1,1,754
3699,65,143329,2000,0,45000,0,0,0,0,"0","0",0,0,0,0,2,0,1,792
3700,82,190889,0,0,0,0,42400,3e+05,175000,"0","0",0,0,0,0,1,1,1,900
3701,55,17727,150,0,0,0,9200,130000,0,"0","0",50000,2100,0,0,1,1,0,793
3702,75,372850,5e+05,6e+05,0,0,48200,1400000,0,"0","0",0,0,0,0,1,1,1,900
3703,73,185484,145000,0,65000,0,70580,1100000,0,"0","0",0,35000,0,35000,1,1,1,805
3704,33,23348,600,68,0,0,0,0,0,"1","0",0,450,0,0,2,0,1,552
3705,56,140519,4200,22000,0,0,16600,0,0,"0","0",0,0,0,0,2,1,0,877
3706,65,444471,2252,30160,151000,0,98664,5e+05,0,"0","0",0,0,0,0,1,1,1,768
3707,40,353674,0,0,0,0,0,748000,0,"0","0",4e+05,97800,97800,0,1,0,1,624
3708,45,259419,200,1780,0,0,0,1e+06,0,"0","0",520000,130000,130000,0,1,0,0,621
3709,60,35670,1000,0,0,0,11020,2e+05,0,"0","0",92980,4540,0,0,1,1,0,785
3710,68,185917,80000,150000,0,0,95400,3e+05,0,"0","0",0,0,0,0,1,1,1,848
3711,30,113928,7000,110000,0,0,12200,0,0,"0","0",0,60000,60000,0,2,1,1,743
3712,52,52965,400,0,0,0,39800,0,0,"1","0",0,6380,0,6380,2,1,0,702
3713,73,126423,2500,4000,0,0,51540,4e+05,0,"0","0",0,0,0,0,1,1,1,750
3714,65,55127,4000,0,8000,0,24312,120000,0,"0","0",0,3600,3600,0,1,1,0,816
3715,35,36751,22,1,0,0,6980,0,0,"0","0",0,4444,0,0,2,1,1,749
3716,58,2747678,1493080,0,0,0,42000,3358000,0,"0","0",970600,18000,18000,0,1,1,1,600
3717,70,22915,800,0,0,0,0,6e+05,0,"0","0",0,0,0,0,1,0,0,773
3718,40,568722,110500,1,0,0,41200,1600000,0,"0","0",549000,0,0,0,1,1,0,831
3719,65,94039,2000,11000,0,0,14060,450000,0,"0","0",2e+05,8500,8500,0,1,1,0,768
3720,35,135330,0,30800,25000,0,45380,450000,0,"0","0",164400,0,0,0,1,1,1,721
3721,92,57505,16800,0,0,0,7360,376000,0,"0","0",0,0,0,0,1,1,1,766
3722,34,24212,252,0,0,0,17000,0,0,"0","0",0,107360,1e+05,7300,2,1,0,819
3723,44,189160,11540,21700,0,0,49000,187000,0,"0","0",0,194200,0,9000,1,1,0,762
3724,61,117819,135000,23400,0,0,38200,2e+05,80000,"1","1",0,0,0,0,1,1,1,599
3725,56,18808,0,0,0,0,4160,0,0,"0","0",0,0,0,0,2,1,1,751
3726,36,8539,1000,1,0,0,12080,0,0,"0","0",0,11744,5000,2944,2,1,1,747
3727,66,390209,5e+05,0,0,0,38000,525000,3640,"0","0",0,0,0,0,1,1,0,998
3728,32,67233,0,596,0,0,13260,0,0,"1","0",0,3500,0,3500,2,1,1,601
3729,77,30266,600,0,0,0,5500,275000,0,"0","0",0,21360,0,5020,1,1,1,714
3730,68,697837,304200,381600,1e+06,0,82000,1200000,430000,"0","0",0,0,0,0,1,1,1,900
3731,81,4750607,176000,37800,0,1.7e+07,132300,6e+06,0,"0","0",27000,0,0,0,1,1,1,892
3732,56,998546,158000,580000,80000,0,114600,3100000,0,"0","0",1900000,59200,0,59200,1,1,1,600
3733,35,27023,1e+05,20000,25000,0,0,0,0,"1","0",0,2000,2000,0,2,0,1,579
3734,45,64855,2200,0,0,0,24800,130000,0,"0","0",0,32652,14000,15000,1,1,0,799
3735,44,7566,100,52,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
3736,41,37832,8000,0,0,0,18000,0,0,"0","0",0,0,0,0,2,1,1,752
3737,63,33875777,206200,0,975288000,49342000,5505000,56402000,0,"0","0",0,0,0,0,1,1,1,600
3738,63,44317,16500,15000,30000,0,20100,2e+05,0,"0","0",5000,0,0,0,1,1,0,836
3739,67,352788,54800,325600,1373600,262600,84260,1978000,0,"0","0",240200,0,0,0,1,1,1,790
3740,73,70475,594,2700,0,0,36620,0,0,"0","0",0,0,0,0,2,1,0,852
3741,44,270228,22000,0,0,0,71400,180000,0,"0","0",1e+05,11000,3500,0,1,1,0,819
3742,61,38913,35000,0,0,0,19200,0,0,"0","0",0,0,0,0,2,1,0,853
3743,50,83663,0,0,0,0,26100,75000,0,"0","0",0,0,0,0,1,1,1,720
3744,36,113496,2640,0,300,0,38000,0,0,"0","0",0,13110,13000,0,2,1,1,749
3745,63,12971,0,0,0,0,4740,0,0,"0","0",0,0,0,0,2,1,1,750
3746,27,12106,300,0,0,0,0,0,0,"1","1",0,2000,2000,0,2,0,1,549
3747,67,49506,0,130000,0,0,66400,225000,0,"0","0",30000,31000,0,0,1,1,1,710
3748,53,243205,1000,71400,0,0,74800,450000,0,"0","0",309800,2440,0,2440,1,1,0,843
3749,60,129281,30000,0,40400,0,73400,725000,0,"0","0",238000,5700,0,5700,1,1,1,754
3750,66,173162,8000,6000,0,0,52000,3e+05,0,"0","0",0,0,0,0,1,1,1,765
3751,62,7983615,57920,153200,0,0,32100,3808000,0,"0","0",2864000,0,0,0,1,1,0,700
3752,56,385886,13980,10000,0,0,96100,1200000,0,"0","0",5e+05,0,0,0,1,1,1,750
3753,68,100525,110000,110000,1040000,0,113000,375000,35000,"0","0",0,0,0,0,1,1,1,845
3754,85,8743712,236200,0,310330000,73092000,51122,3084000,14720000,"0","0",0,0,0,0,1,1,1,900
3755,40,406855,42800,0,0,0,0,475000,330000,"0","0",134600,2309400,0,0,1,0,1,550
3756,51,618498,0,0,5000,0,61000,825000,0,"0","0",329000,0,0,0,1,1,1,801
3757,28,118900,9000,8200,0,0,69000,2e+05,0,"0","0",1e+05,254000,252000,0,1,1,0,712
3758,50,14052,0,0,0,0,3000,0,0,"0","0",0,0,0,0,2,1,1,750
3759,56,32427,1,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
3760,63,421123,1e+05,0,1400000,7e+05,147400,1e+06,0,"0","0",0,0,0,0,1,1,1,900
3761,71,62261,1500,6500,0,0,41000,350000,0,"0","0",187000,17200,0,17200,1,1,1,666
3762,70,89716,82000,0,4e+05,0,84800,180000,0,"0","0",0,0,0,0,1,1,1,783
3763,65,16646,100,0,0,0,0,25000,0,"0","0",10000,0,0,0,1,0,1,649
3764,38,97282,2564,0,0,0,20660,0,0,"0","0",0,9800,3800,6000,2,1,0,848
3765,34,370320,20820,173200,15600,0,64600,7e+05,0,"0","0",340000,45000,0,45000,1,1,1,665
3766,33,92958,3200,4620,0,0,22700,196000,0,"0","0",162200,8620,0,0,1,1,0,764
3767,86,17078,800,0,0,0,4700,1e+05,33000,"0","0",0,0,0,0,1,1,1,712
3768,47,75664,4986,14000,0,0,0,0,0,"0","0",0,24940,14940,0,2,0,1,694
3769,35,256176,18180,32000,0,0,29200,0,0,"0","0",0,89740,85000,3000,2,1,0,774
3770,41,54046,0,2,0,0,21800,0,0,"1","0",0,19320,0,18000,2,1,0,695
3771,70,75664,35000,35000,0,0,25800,350000,0,"0","0",45000,0,0,0,1,1,1,728
3772,62,37400,640,0,0,0,42800,0,0,"0","0",0,25600,0,25600,2,1,0,843
3773,59,704106,150000,10000,0,0,77700,2500000,0,"0","0",0,0,0,0,1,1,1,900
3774,42,14917,638,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,1,700
3775,74,1666334,8460,222800,7230000,10702000,234000,4e+06,0,"0","0",0,0,0,0,1,1,1,900
3776,41,438850,2200,150010,0,0,86300,750000,0,"1","0",250000,48000,0,48000,1,1,1,655
3777,44,1848359,40000,160000,350000,0,98000,3500000,2e+06,"0","0",8e+05,0,0,0,1,1,0,700
3778,44,1783505,98000,1024000,1400000,246400,35400,0,0,"0","0",0,0,0,0,2,1,1,950
3779,66,107010,6100,25250,12000,0,40600,235000,0,"0","0",32000,0,0,0,1,1,1,716
3780,75,65936,44400,0,0,0,18400,516000,0,"0","0",222000,3422,0,3422,1,1,0,815
3781,65,165380,9000,2000,66000,0,81180,450000,0,"0","0",0,42400,0,25000,1,1,1,776
3782,68,54046,0,0,0,0,14400,160000,0,"0","0",0,14900,0,7020,1,1,0,815
3783,48,108091,1200,0,0,0,22260,5e+05,0,"0","0",249000,69000,69000,0,1,1,0,737
3785,29,75664,5000,5000,100,0,24000,0,0,"0","0",0,50000,50000,0,2,1,1,738
3786,26,19456,11000,0,2000,0,22080,0,0,"0","0",0,20000,20000,0,2,1,1,746
3787,65,3966946,1400200,124200,294522000,20892000,5811800,15060000,2920000,"0","0",0,0,0,0,1,1,1,900
3788,56,3134644,160000,68000,0,0,35020,4626000,0,"0","0",1300000,5e+05,0,0,1,1,1,600
3789,49,135763,4318,2010,0,0,18400,0,0,"0","0",0,10600,0,10600,2,1,0,848
3790,73,43236,500,1622,0,0,15280,0,0,"0","0",0,60000,60000,0,2,1,0,832
3791,46,64855,13500,0,0,0,60200,350000,0,"0","0",282600,28000,0,28000,1,1,1,636
3792,41,28104,0,0,0,0,10000,0,0,"0","0",0,0,0,0,2,1,1,751
3793,36,21402,194,2448,0,0,16120,0,0,"0","0",0,11360,0,0,2,1,0,846
3794,80,4483622,0,3459400,9768000,0,1091960,0,0,"0","0",0,0,0,0,2,1,1,950
3795,65,70259,66400,0,0,0,43140,375000,0,"0","0",180000,16400,0,16400,1,1,0,773
3796,78,2421242,64938,201600,359000,0,2309000,4e+06,0,"0","0",0,0,0,0,1,1,1,900
3797,38,48641,1700,300,0,0,42400,3e+05,0,"1","1",174000,22000,0,21600,1,1,0,617
3798,81,70043,10000,70000,0,0,16400,3e+05,0,"0","0",0,0,0,0,1,1,1,846
3799,60,318004,34000,130000,0,0,76064,7e+05,0,"0","0",68000,0,0,0,1,1,1,836
3800,27,25293,300,0,0,0,7580,0,0,"0","0",0,0,0,0,2,1,0,850
3801,50,118900,1496,37,300,0,59200,0,0,"0","0",0,87100,62000,23200,2,1,0,823
3802,71,117603,8000,0,0,0,0,3e+06,0,"0","0",0,0,0,0,1,0,1,850
3803,53,56207,1500,0,0,0,6240,0,0,"0","0",0,0,0,0,2,1,1,751
3804,23,53829,400,2000,0,0,17480,0,0,"0","0",0,6660,0,6660,2,1,0,849
3805,66,3623216,48140,503000,0,0,328260,1.5e+07,0,"0","0",0,10600,0,10600,1,1,1,897
3806,68,3908577,140000,0,2500000,1315400,146040,575000,0,"0","0",0,0,0,0,1,1,1,900
3807,37,140519,120000,0,0,0,29600,95000,0,"0","0",93000,32000,32000,0,1,1,0,790
3808,82,62263764,31300,0,6310000,0,81120,0,0,"0","0",0,0,0,0,2,1,1,950
3809,44,77826,0,0,0,0,3940,0,0,"0","0",0,800,0,0,2,1,1,750
3810,60,528998,5000,515000,0,0,159600,1800000,0,"0","0",1e+05,11600,0,11600,1,1,1,867
3811,59,16214,0,0,0,0,5860,38600,0,"1","1",0,3140,0,0,1,1,1,552
3812,50,22267,44,0,0,0,14600,0,0,"1","1",0,12220,4880,7340,2,1,0,597
3813,67,215101,0,5000,0,0,12140,3e+05,0,"0","0",48000,0,0,0,1,1,1,786
3815,75,2012658,5000,8e+05,0,0,493000,4e+06,0,"0","0",0,0,0,0,1,1,1,900
3817,64,1984554,6e+05,0,1600000,8e+05,123200,2e+06,0,"0","0",0,0,0,0,1,1,1,900
3818,76,298332,3400,32000,10000,0,46720,550000,0,"0","0",390000,58400,0,0,1,1,0,704
3819,30,14052,1,0,0,0,0,0,0,"1","1",0,0,0,0,2,0,0,650
3820,74,180707,571658,673000,230600,44680,115800,5e+05,617000,"0","0",0,0,0,0,1,1,1,900
3821,37,101606,25000,15300,16000,0,52540,587000,0,"0","0",312000,0,0,0,1,1,1,685
3822,28,113712,9,32000,0,0,21600,0,0,"0","0",0,3800,0,3800,2,1,1,753
3823,40,134033,0,50000,0,0,0,5e+05,0,"0","0",405000,0,0,0,1,0,0,666
3824,67,12971,0,0,0,0,11176,78600,0,"0","0",0,0,0,0,1,1,1,706
3825,42,86473,5000,10050,0,0,13400,0,0,"0","0",0,470,470,0,2,1,0,854
3826,52,155651,5550,0,0,0,622200,5e+05,0,"0","0",3e+05,6000,0,6000,1,1,0,907
3827,39,114360,8000,0,15000,0,54180,7e+05,0,"0","0",480000,10700,2000,8700,1,1,0,725
3828,30,75664,0,1524,500,0,16000,0,0,"1","1",0,11000,11000,0,2,1,1,603
3829,47,28104,312,0,0,0,0,0,0,"0","0",0,5960,5960,0,2,0,0,798
3830,57,61396,2000,1000,0,0,0,0,0,"0","0",0,200,0,0,2,0,0,801
3831,39,114360,5200,2000,0,0,14400,0,0,"0","0",0,49800,37000,12800,2,1,0,837
3832,61,499381,10000,20000,0,0,82400,9e+05,0,"0","0",250000,9140,0,9140,1,1,1,708
3833,68,2432052,580000,1065000,0,0,106000,3e+06,0,"0","0",0,0,0,0,1,1,0,925
3834,22,21618,1000,10640,0,0,23400,240000,0,"0","0",0,1500,1500,0,1,1,1,728
3835,52,6807583,152440,234200,5514000,0,64200,4920000,60000,"0","0",800200,0,0,0,1,1,1,660
3836,64,81068,2000,85000,0,2e+05,15800,188600,0,"0","0",0,0,0,0,1,1,1,761
3837,89,48425,4200,0,0,0,27000,168000,0,"0","0",0,0,0,0,1,1,1,738
3838,46,41291,0,0,0,0,12600,0,0,"0","0",0,0,0,0,2,1,1,756
3839,30,134249,7000,13200,10000,0,50400,0,0,"0","0",0,48000,22000,26000,2,1,0,862
3840,67,470413,22944,296104,0,0,60000,213200,0,"0","0",0,0,0,0,1,1,1,881
3841,40,48641,7000,300,0,0,17100,430000,0,"0","0",440000,2678,0,0,1,1,1,597
3842,53,4279287,58600,132400,63312000,0,127460,5196000,0,"0","0",3074000,0,0,0,1,1,1,600
3843,38,68097,29800,15400,0,0,55800,4e+05,15000,"0","0",224000,4940,0,4940,1,1,1,666
3844,75,26158,832,0,0,0,4080,50000,0,"0","0",0,0,0,0,1,1,0,804
3845,26,75231,700,0,0,0,31500,0,0,"0","0",0,19030,6000,13000,2,1,0,846
3846,57,814143,0,0,0,0,108260,450000,475000,"0","0",0,0,0,0,1,1,1,900
3847,39,196510,4800,3500,0,0,74600,430000,0,"0","0",339000,41000,13000,28000,1,1,0,731
3848,78,4160840,557800,0,1538000,9788000,473260,9050000,0,"0","0",0,0,0,0,1,1,1,900
3849,37,130790,73400,20600,88000,0,31800,7e+05,0,"0","0",450000,0,0,0,1,1,1,630
3850,31,92310,6980,3820,300,0,39620,5e+05,0,"0","0",154200,28000,28000,0,1,1,1,682
3852,80,38913,2100,0,0,0,11000,0,0,"0","0",0,0,0,0,2,1,0,851
3853,74,69178,1292,100,0,0,0,205000,0,"1","1",11000,0,0,0,1,0,0,501
3854,72,28536,900,300,0,0,8080,0,0,"0","0",0,120,0,0,2,1,0,851
3855,41,487275,29196,87200,139000,0,115800,560000,0,"0","0",377000,0,0,0,1,1,1,699
3856,54,36319,700,2000,90000,0,28000,242000,0,"0","0",103000,0,0,0,1,1,1,696
3857,52,178350,4600,50000,0,0,66800,750000,0,"1","1",380000,44980,0,44980,1,1,0,581
3858,21,27023,200,0,0,0,0,0,0,"0","0",0,0,0,0,2,0,0,800
3859,45,208616,13500,80,0,0,39000,740000,2048000,"0","0",360000,0,0,0,1,0,1,742
3860,56,187214,12000,0,332000,0,28060,0,0,"0","0",0,0,0,0,2,1,1,789
3861,71,45831,0,0,0,0,27800,2e+05,0,"0","0",0,35600,0,0,1,1,1,715
3862,21,23780,1000,0,0,0,0,0,0,"0","0",0,71070,71000,0,2,0,0,779
3864,42,21427996,34590,509200,169000,0,209320,8776000,0,"0","0",4962000,0,0,0,1,1,1,600
3865,35,52748,110,0,0,0,36300,168000,0,"0","0",155000,20560,3500,8160,1,1,0,754
3866,65,398856,25000,4000,760000,0,64800,350000,190000,"0","0",0,0,0,0,1,1,1,900
3867,71,98147,10552,0,0,0,40960,230000,0,"0","0",35000,42000,0,25000,1,1,0,778
3868,58,4713,300,0,0,0,18000,125000,0,"0","0",0,0,0,0,1,1,1,710
3869,65,122143,1e+05,0,1e+05,0,145400,3200000,0,"0","0",0,0,0,0,1,1,1,900
3870,33,41075,272,0,0,0,0,0,0,"1","1",0,0,0,0,2,0,0,650
3871,77,5506165,1050000,1440000,750000,0,122120,1200000,3e+06,"0","0",0,0,0,0,1,1,1,900
3872,51,1104692,0,349001,250000,0,37200,1900000,0,"1","0",745000,0,0,0,1,1,0,550
3873,40,143113,11000,58500,0,0,36980,871000,0,"0","0",424400,0,0,0,1,1,1,664
3874,67,20754,5000,28000,0,0,6700,0,0,"0","0",0,23700,16000,0,2,1,1,746
3875,63,95336,3000,0,0,0,14200,0,0,"0","0",0,0,0,0,2,1,1,784
3876,50,83446,5600,0,0,0,51600,198000,0,"0","0",0,35440,3440,32000,1,1,1,708
3877,36,73070,880,0,0,0,67800,0,0,"0","0",0,77820,26800,50920,2,1,0,831
3878,25,25293,0,0,0,0,6660,0,0,"0","0",0,0,0,0,2,1,1,751
3879,70,173162,2600,39700,0,0,15460,5e+05,0,"0","0",38000,0,0,0,1,1,0,850
3880,33,52965,900,1500,32,0,15600,18600,0,"0","0",0,7000,0,7000,1,1,0,802
3881,66,27455,6000,0,0,0,7780,0,0,"0","0",0,0,0,0,2,1,0,851
3882,66,373563,17400,0,4e+06,0,46400,1200000,0,"0","0",516000,0,0,0,1,1,1,745
3883,41,245583,48500,0,128800,0,99200,1e+06,0,"0","0",5e+05,62800,45000,17800,1,1,1,710
3884,35,191105,151600,0,0,0,28600,0,0,"0","0",0,0,0,0,2,1,1,792
3885,58,145923,1000,67000,0,0,51600,750000,0,"0","0",280000,23140,0,23140,1,1,1,672
3886,66,180296,66000,0,15000,0,106000,240000,5e+05,"0","0",0,0,0,0,1,1,1,816
3887,40,80636,2700,0,0,0,28900,210000,0,"1","0",120000,36700,10000,22000,1,1,1,520
3888,57,25942,0,0,0,0,8440,0,0,"0","0",0,0,0,0,2,1,1,751
3889,72,55654,290,2400,0,0,12000,231400,0,"0","0",0,0,0,0,1,1,0,828
3890,46,48641,200,0,0,0,5140,0,0,"1","0",0,400,0,0,2,1,0,700
3891,47,169703,16400,18000,0,0,43300,363000,0,"0","0",162400,62000,50000,12000,1,1,1,671
3892,62,259419,78500,70000,7e+05,0,152200,7e+05,0,"0","0",208000,481200,0,81200,1,1,1,693
3893,48,64639,4008,0,0,0,31860,3e+05,0,"0","0",111800,43604,32524,11080,1,1,0,776
3894,60,45398,500,0,0,0,5900,0,0,"0","0",0,0,0,0,2,1,1,756
3895,80,650060,88000,0,6028000,0,53800,6e+05,0,"0","0",120000,0,0,0,1,1,1,864
3896,39,145923,10000,20000,0,0,37200,220000,0,"0","0",98000,49000,49000,0,1,1,1,680
3897,39,954661,27000,234000,15000,0,104400,7e+05,0,"0","0",350000,0,0,0,1,1,1,795
3898,81,95769,6000,0,0,0,33040,450000,0,"0","0",0,0,0,0,1,1,1,770
3899,65,163434,18500,53000,30000,0,8380,0,0,"0","0",0,4300,0,0,2,1,0,876
3900,64,2834151,986000,350000,0,0,59280,6500000,0,"0","0",2e+06,0,0,0,1,1,1,600
3901,63,2369359,120000,1118000,0,0,42000,2e+06,7e+05,"0","0",375000,1e+06,0,0,1,1,1,600
3902,63,22267,0,1000,0,0,47860,1e+06,0,"0","0",0,0,0,0,1,1,1,771
3903,39,475601,20500,94400,64000,0,75440,5e+05,0,"0","0",250000,24380,18000,6380,1,1,1,698
3904,74,65936,0,0,0,0,3520,589000,0,"0","0",148200,0,0,0,1,1,0,799
